v1,v2,v3,v4
528,81.1,59.7,Municipal - Corporacion
308,80.2,57.8,Municipal - Corporacion
580,90.3,73.4,Municipal - Corporacion
264,83.7,69.7,Municipal - Corporacion
188,93.1,76.1,Municipal - Corporacion
265,77,60.4,Municipal - Corporacion
151,92.1,79.5,Particular Subvencionado
460,84.3,64.3,Municipal - Corporacion
424,86.3,64.4,Municipal - Corporacion
278,87.1,73.7,Municipal - Corporacion
275,85.8,70.5,Municipal - Corporacion
345,84.9,63.2,Municipal - Corporacion
143,90.9,74.8,Particular Subvencionado
392,88.5,75,Municipal - Corporacion
379,86.8,64.9,Municipal - Corporacion
275,87.6,64.7,Municipal - Corporacion
134,88.8,73.9,Particular Subvencionado
155,91,76.1,Municipal - Corporacion
326,82.2,55.5,Municipal - Corporacion
55,87.3,70.9,Municipal - Corporacion
293,82.9,57,Municipal - Corporacion
157,82.8,67.5,Municipal - Corporacion
131,77.1,53.4,Particular Subvencionado
260,64.6,46.9,Particular Subvencionado
183,74.3,56.8,Particular Subvencionado
247,87.9,78.5,Particular Subvencionado
339,66.4,50.4,Particular Subvencionado
307,71,50.8,Particular Subvencionado
734,82.7,61.2,Particular Subvencionado
406,73.4,47.5,Particular Subvencionado
268,78,56,Particular Subvencionado
308,73.1,52.3,Particular Subvencionado
534,78.5,57.7,Particular Subvencionado
637,75.4,56.4,Particular Subvencionado
249,84.3,64.7,Particular Subvencionado
618,67.3,45.8,Particular Subvencionado
1210,78.3,60.2,Particular Subvencionado
684,76.9,60.7,Particular Subvencionado
494,75.9,57.3,Particular Subvencionado
666,68.6,52,Particular Subvencionado
262,88.9,74.8,Particular Subvencionado
184,89.1,73.4,Particular Subvencionado
171,90.6,71.3,Particular Subvencionado
198,80.3,65.2,Particular Subvencionado
502,80.1,61.6,Particular Subvencionado
956,69,47.4,Particular Subvencionado
151,89.4,77.5,Particular Subvencionado
971,78.6,57.1,Particular Subvencionado
241,85.1,66.4,Municipal - Corporacion
264,74.2,54.5,Municipal - DAEM
887,74.9,52.8,Municipal - Corporacion
241,88,68.5,Municipal - Corporacion
603,78.9,60.4,Municipal - Corporacion
267,83.1,65.2,Municipal - Corporacion
243,78.2,61.7,Municipal - Corporacion
772,82.9,65.5,Municipal - Corporacion
273,87.5,72.9,Municipal - Corporacion
385,69.9,47.3,Municipal - Corporacion
259,86.9,69.9,Municipal - Corporacion
157,87.3,68.2,Particular Subvencionado
172,93.6,81.4,Particular Subvencionado
661,56.6,37.1,Particular Subvencionado
307,65.1,44.6,Particular Subvencionado
715,54.5,35.1,Particular Subvencionado
239,75.3,56.9,Particular Subvencionado
577,71.1,51.6,Particular Subvencionado
606,68.3,47,Particular Subvencionado
176,82.4,68.2,Particular Subvencionado
341,52.2,30.8,Particular Subvencionado
415,77.1,58.6,Particular Subvencionado
293,73.7,50.2,Particular Subvencionado
113,45.1,24.8,Particular Subvencionado
593,79.3,62.6,Municipal - DAEM
695,80.1,57.4,Municipal - DAEM
312,85.6,71.8,Municipal - DAEM
613,57.6,36.2,Particular Subvencionado
1272,59.2,36.6,Particular Subvencionado
1040,53.6,32.6,Particular Subvencionado
244,86.1,65.2,Municipal - DAEM
252,70.6,56.7,Municipal - Corporacion
365,80.3,67.1,Municipal - DAEM
306,69,47.7,Municipal - Corporacion
24,100,70.8,Municipal - DAEM
334,82,66.2,Municipal - DAEM
217,79.3,58.1,Municipal - Corporacion
223,79.8,64.6,Municipal - Corporacion
355,80.3,60.8,Municipal - DAEM
323,78.3,61,Municipal - Corporacion
267,83.1,63.3,Municipal - Corporacion
198,81.8,64.6,Municipal - Corporacion
649,72.7,54.9,Municipal - Corporacion
320,86.9,71.6,Municipal - DAEM
316,81,64.2,Municipal - DAEM
183,77,60.7,Municipal - Corporacion
384,73.2,53.4,Municipal - DAEM
226,83.6,67.7,Municipal - Corporacion
383,88.8,72.3,Municipal - DAEM
337,81,54.6,Municipal - Corporacion
470,81.5,62.8,Municipal - DAEM
219,76.7,59.8,Municipal - Corporacion
214,82.7,64.5,Municipal - Corporacion
202,82.7,73.8,Municipal - Corporacion
402,74.6,53.5,Municipal - Corporacion
220,73.6,56.8,Municipal - DAEM
416,71.6,47.1,Municipal - Corporacion
308,64.6,44.5,Municipal - DAEM
102,87.3,68.6,Municipal - Corporacion
290,80.3,59.3,Municipal - DAEM
202,86.1,71.8,Municipal - DAEM
187,92,74.3,Municipal - DAEM
416,75.5,56.7,Municipal - Corporacion
188,87.2,74.5,Municipal - DAEM
317,75.4,57.1,Municipal - DAEM
171,84.2,71.9,Municipal - DAEM
274,88.7,72.3,Municipal - DAEM
264,70.5,50.4,Particular Subvencionado
418,52.2,30.6,Particular Subvencionado
826,73.4,54.6,Particular Subvencionado
128,75,52.3,Particular Subvencionado
921,71.8,48.2,Particular Subvencionado
558,51.6,33.2,Particular Subvencionado
659,70,47.6,Particular Subvencionado
426,74.4,51.6,Particular Subvencionado
193,76.2,55.4,Particular Subvencionado
939,57.8,37.8,Particular Subvencionado
532,54.3,34.2,Particular Subvencionado
282,55.7,35.8,Particular Subvencionado
138,77.5,50.7,Particular Subvencionado
1181,51.7,32.3,Particular Subvencionado
498,51.8,30.1,Particular Subvencionado
385,76.6,58.2,Particular Subvencionado
58,93.1,84.5,Particular Subvencionado
408,34.8,17.6,Particular Subvencionado
520,58.1,36.5,Particular Subvencionado
827,66.9,47.6,Particular Subvencionado
173,72.3,51.4,Particular Subvencionado
344,46.5,25,Particular Subvencionado
530,51.1,27.7,Particular Subvencionado
525,51.6,35.2,Particular Subvencionado
510,69.4,46.1,Particular Subvencionado
201,79.6,62.7,Particular Subvencionado
302,77.5,55,Particular Subvencionado
201,81.6,62.7,Particular Subvencionado
163,73.6,55.8,Particular Subvencionado
609,69.1,49.6,Particular Subvencionado
309,68.3,55,Particular Subvencionado
136,79.4,64,Particular Subvencionado
184,66.8,48.9,Particular Subvencionado
283,70.3,45.6,Particular Subvencionado
85,65.9,55.3,Particular Subvencionado
281,66.2,47,Particular Subvencionado
493,89.9,76.1,Municipal - Corporacion
516,88.8,72.9,Municipal - Corporacion
467,92.7,79.4,Municipal - Corporacion
406,91.9,80.5,Municipal - Corporacion
355,91.3,75.2,Municipal - Corporacion
495,79,59.4,Municipal - Corporacion
174,89.7,73.6,Municipal - Corporacion
223,78.9,50.7,Municipal - Corporacion
277,81.9,59.2,Municipal - Corporacion
333,77.8,53.8,Municipal - Corporacion
156,84,57.1,Municipal - Corporacion
403,85.9,65.8,Particular Subvencionado
1113,68.3,46.6,Particular Subvencionado
596,92.1,73.7,Municipal - Corporacion
265,88.7,65.7,Municipal - Corporacion
394,75.6,51.8,Municipal - Corporacion
320,77.5,54.1,Municipal - Corporacion
437,92.4,76.7,Municipal - Corporacion
172,77.9,51.7,Municipal - Corporacion
172,76.7,58.7,Municipal - Corporacion
136,94.9,76.5,Municipal - Corporacion
255,88.2,65.5,Municipal - Corporacion
526,82.9,59.1,Particular Subvencionado
309,93.5,79.9,Municipal - Corporacion
315,85.1,68.3,Municipal - Corporacion
104,94.2,75,Municipal - Corporacion
149,87.2,64.4,Municipal - Corporacion
15,86.7,53.3,Municipal - Corporacion
40,82.5,60,Municipal - Corporacion
9,66.7,44.4,Municipal - Corporacion
109,87.2,69.7,Municipal - Corporacion
137,92.7,78.1,Municipal - Corporacion
412,88.3,71.8,Particular Subvencionado
856,79.6,58.9,Municipal - Corporacion
73,95.9,61.6,Municipal - Corporacion
320,89.4,74.4,Municipal - Corporacion
559,87.1,68.9,Municipal - Corporacion
796,87.9,71.2,Municipal - Corporacion
320,81.3,61.6,Municipal - Corporacion
420,83.6,64.3,Municipal - Corporacion
578,83.4,66.3,Municipal - Corporacion
268,89.9,76.9,Municipal - Corporacion
617,84.3,65.6,Municipal - Corporacion
398,77.9,62.6,Municipal - Corporacion
355,84.2,64.8,Municipal - Corporacion
489,91.6,75.1,Municipal - Corporacion
1241,75.3,52,Municipal - Corporacion
687,70.6,47.7,Municipal - Corporacion
701,87.9,71.2,Municipal - Corporacion
531,56.3,35.4,Particular Subvencionado
550,64.2,42,Particular Subvencionado
257,80.2,61.5,Particular Subvencionado
405,66.7,44.9,Particular Subvencionado
2147,60.7,40.1,Particular Subvencionado
475,71.8,52,Particular Subvencionado
601,70.9,50.7,Particular Subvencionado
681,55.7,37.6,Particular Subvencionado
239,66.5,43.9,Particular Subvencionado
205,69.8,40.5,Particular Subvencionado
572,80.8,59.8,Particular Subvencionado
903,72.6,53.3,Particular Subvencionado
630,73.2,52.7,Particular Subvencionado
258,79.8,54.3,Particular Subvencionado
863,71.1,52.7,Particular Subvencionado
554,54.7,33.4,Particular Subvencionado
554,58.7,35,Particular Subvencionado
689,74.2,49.8,Particular Subvencionado
256,37.9,17.6,Particular Subvencionado
124,48.4,29,Particular Subvencionado
507,68.4,45.8,Particular Subvencionado
284,77.8,61.6,Municipal - Corporacion
289,66.1,44.6,Municipal - Corporacion
598,77.3,58.4,Municipal - Corporacion
54,79.6,55.6,Municipal - Corporacion
233,71.2,51.5,Municipal - Corporacion
394,79.9,65.7,Municipal - Corporacion
120,71.7,49.2,Municipal - Corporacion
157,79.6,58.6,Municipal - Corporacion
102,82.4,70.6,Municipal - Corporacion
19,78.9,47.4,Municipal - Corporacion
83,75.9,43.4,Municipal - Corporacion
35,80,65.7,Municipal - Corporacion
4,100,25,Municipal - Corporacion
346,51.7,38.7,Particular Subvencionado
350,86,66,Municipal - Corporacion
721,74.5,53.1,Municipal - Corporacion
214,78.5,49.5,Municipal - Corporacion
256,85.5,67.6,Municipal - Corporacion
253,89.7,63.6,Municipal - Corporacion
50,84,58,Municipal - Corporacion
569,77.9,54.7,Municipal - DAEM
301,90.4,74.1,Municipal - Corporacion
232,79.3,61.6,Municipal - DAEM
393,81.9,63.4,Municipal - Corporacion
405,76.5,57.3,Municipal - DAEM
173,90.8,77.5,Municipal - Corporacion
250,88,71.6,Municipal - DAEM
227,87.2,70,Municipal - Corporacion
243,88.5,68.3,Municipal - DAEM
275,74.5,52,Municipal - Corporacion
373,74.8,49.9,Municipal - Corporacion
680,85.9,66.6,Municipal - Corporacion
162,90.7,69.1,Municipal - Corporacion
221,90,78.7,Municipal - DAEM
222,93.2,82.4,Municipal - Corporacion
187,88.2,66.3,Municipal - Corporacion
335,84.5,62.1,Municipal - Corporacion
31,90.3,54.8,Municipal - DAEM
157,85.4,70.7,Municipal - Corporacion
85,96.5,83.5,Municipal - Corporacion
660,88.8,70.9,Municipal - Corporacion
355,77.2,52.4,Municipal - Corporacion
353,80.5,55,Municipal - Corporacion
277,77.3,59.9,Municipal - Corporacion
299,87,64.2,Municipal - Corporacion
488,85.2,62.5,Municipal - Corporacion
302,74.2,50.3,Municipal - Corporacion
121,85.1,71.9,Municipal - Corporacion
268,75.4,50.7,Municipal - Corporacion
435,59.3,35.6,Particular Subvencionado
415,67.7,43.1,Particular Subvencionado
301,73.1,47.8,Particular Subvencionado
740,59.1,35.9,Particular Subvencionado
267,76.8,50.2,Particular Subvencionado
248,78.2,51.6,Particular Subvencionado
321,71.7,42.7,Particular Subvencionado
706,81.3,58.9,Particular Subvencionado
625,60.6,38.6,Particular Subvencionado
639,50.9,31.1,Particular Subvencionado
891,29.3,14.8,Particular Subvencionado
275,36.4,17.5,Particular Subvencionado
992,47.4,27.9,Particular Subvencionado
305,77.4,55.7,Particular Subvencionado
1345,81,57.6,Particular Subvencionado
221,67.9,38.5,Particular Subvencionado
685,76.8,54.2,Particular Subvencionado
259,73.7,54.8,Particular Subvencionado
233,78.5,56.2,Particular Subvencionado
269,63.2,40.5,Particular Subvencionado
212,87.7,71.7,Particular Subvencionado
215,74.4,53,Particular Subvencionado
900,78.7,55.4,Municipal - Corporacion
265,89.8,74.7,Municipal - Corporacion
428,82.9,57.7,Municipal - Corporacion
267,83.5,65.2,Municipal - Corporacion
339,82.6,59.9,Municipal - Corporacion
353,81,60.1,Municipal - Corporacion
203,91.1,75.4,Municipal - Corporacion
284,77.8,53.5,Municipal - Corporacion
599,84.5,64.9,Municipal - Corporacion
162,81.5,54.9,Municipal - Corporacion
247,82.2,59.1,Municipal - Corporacion
1396,64.5,40.4,Particular Subvencionado
289,63.3,36.3,Particular Subvencionado
283,93.3,80.6,Municipal - DAEM
239,84.9,69.9,Municipal - DAEM
337,83.4,66.8,Municipal - DAEM
282,83.3,59.6,Municipal - DAEM
260,85.8,64.6,Municipal - DAEM
218,70.6,47.2,Municipal - DAEM
190,83.2,58.9,Municipal - DAEM
332,76.8,51.2,Municipal - DAEM
192,78.6,56.8,Municipal - DAEM
185,85.4,65.4,Municipal - DAEM
126,79.4,57.9,Municipal - DAEM
154,80.5,66.2,Municipal - DAEM
93,73.1,59.1,Municipal - DAEM
359,68.5,45.7,Municipal - DAEM
677,65.9,44.9,Particular Subvencionado
493,82.4,66.5,Municipal - Corporacion
401,72.1,53.1,Municipal - Corporacion
293,86.3,72.7,Municipal - Corporacion
200,76,46,Municipal - Corporacion
316,62,46.2,Particular Subvencionado
169,91.7,76.3,Municipal - Corporacion
115,88.7,67,Municipal - Corporacion
737,76.5,51.4,Municipal - Corporacion
179,87.2,70.9,Municipal - Corporacion
812,81.4,58.7,Municipal - Corporacion
200,75,51,Municipal - Corporacion
166,81.3,50,Municipal - Corporacion
540,45.7,24.8,Particular Subvencionado
229,83.4,57.2,Particular Subvencionado
605,68.8,46,Particular Subvencionado
185,61.6,44.9,Particular Subvencionado
308,64.3,39.9,Particular Subvencionado
719,72.6,48.3,Particular Subvencionado
267,76.8,50.6,Particular Subvencionado
229,38.4,17,Particular Subvencionado
632,81.2,57.1,Municipal - Corporacion
441,86.6,66.9,Municipal - Corporacion
437,86.3,65,Municipal - Corporacion
191,79.1,48.7,Municipal - Corporacion
565,64.2,37.2,Particular Subvencionado
113,93.8,83.2,Municipal - DAEM
169,93.5,81.1,Municipal - DAEM
350,88,71.7,Municipal - DAEM
457,84.2,63.7,Municipal - DAEM
126,85.7,69.8,Municipal - DAEM
131,87,62.6,Municipal - DAEM
651,73.1,48.4,Particular Subvencionado
265,81.9,61.5,Particular Subvencionado
367,75.5,51.8,Particular Subvencionado
232,82.3,61.6,Municipal - DAEM
898,69.6,46.1,Municipal - DAEM
264,88.3,74.6,Municipal - DAEM
946,59.5,37.9,Municipal - DAEM
279,77.8,60.2,Municipal - DAEM
253,77.9,55.7,Municipal - DAEM
418,87.3,75.1,Municipal - DAEM
153,82.4,60.1,Municipal - DAEM
559,79.6,57.6,Particular Subvencionado
391,72.6,51.2,Municipal - DAEM
245,82.4,59.6,Municipal - DAEM
321,68.5,46.7,Municipal - DAEM
183,82.5,62.3,Municipal - DAEM
36,80.6,66.7,Municipal - DAEM
79,69.6,59.5,Municipal - DAEM
411,69.1,46,Particular Subvencionado
405,65.9,44.2,Particular Subvencionado
656,61.9,38.6,Particular Subvencionado
198,38.4,17.7,Particular Subvencionado
469,43.3,19.6,Particular Subvencionado
715,63.9,42.9,Particular Subvencionado
175,81.7,68,Particular Subvencionado
238,86.6,69.3,Municipal - Corporacion
379,88.7,69.4,Municipal - Corporacion
140,90.7,70,Municipal - Corporacion
235,82.1,57.4,Municipal - Corporacion
254,76,47.2,Municipal - Corporacion
213,93.4,79.3,Municipal - Corporacion
389,89.5,68.6,Municipal - Corporacion
411,85.2,55.5,Municipal - Corporacion
285,86.7,62.1,Municipal - Corporacion
263,78.7,53.2,Municipal - Corporacion
256,82.4,53.5,Municipal - Corporacion
136,75,39.7,Municipal - Corporacion
244,74.6,44.7,Municipal - Corporacion
153,81.7,48.4,Municipal - Corporacion
307,71.3,41,Municipal - Corporacion
10,80,40,Municipal - Corporacion
102,75.5,47.1,Municipal - Corporacion
153,67.3,32,Municipal - Corporacion
185,80,55.1,Municipal - Corporacion
131,86.3,53.4,Municipal - Corporacion
103,68.9,31.1,Municipal - Corporacion
26,80.8,38.5,Municipal - Corporacion
260,80.8,53.1,Municipal - Corporacion
711,57.2,30.5,Particular Subvencionado
541,82.8,59.7,Particular Subvencionado
958,61.4,34.7,Particular Subvencionado
1231,73.3,46.1,Particular Subvencionado
492,71.3,35.4,Particular Subvencionado
254,81.1,55.9,Municipal - Corporacion
213,76.5,45.5,Municipal - Corporacion
178,86,64.6,Municipal - Corporacion
126,77,57.1,Municipal - Corporacion
141,77.3,50.4,Municipal - Corporacion
156,78.8,60.9,Municipal - Corporacion
447,90.2,68.9,Municipal - DAEM
568,90.3,74.5,Municipal - DAEM
202,84.2,58.9,Municipal - DAEM
190,84.7,62.6,Municipal - DAEM
18,94.4,83.3,Municipal - DAEM
228,70.2,46.5,Particular Subvencionado
280,72.5,47.1,Particular Subvencionado
296,81.4,57.4,Municipal - DAEM
69,75.4,46.4,Municipal - DAEM
94,79.8,44.7,Municipal - DAEM
61,83.6,65.6,Municipal - DAEM
95,71.6,49.5,Municipal - DAEM
110,79.1,57.3,Municipal - DAEM
67,83.6,55.2,Municipal - DAEM
56,76.8,42.9,Municipal - DAEM
20,80,55,Municipal - DAEM
17,58.8,41.2,Municipal - DAEM
43,72.1,44.2,Municipal - DAEM
391,63.9,51.9,Municipal - DAEM
61,47.5,36.1,Municipal - DAEM
27,81.5,55.6,Municipal - DAEM
124,76.6,49.2,Municipal - DAEM
65,60,41.5,Municipal - DAEM
429,78.1,55.5,Particular Subvencionado
3,100,100,Municipal - DAEM
1525,73.6,51.5,Particular Subvencionado
477,86,63.5,Particular Subvencionado
3,100,100,Municipal - DAEM
450,70.4,51.6,Particular Subvencionado
160,51.9,33.8,Municipal - Corporacion
291,51.9,32.3,Particular Subvencionado
2,100,100,Municipal - DAEM
838,79.4,55.6,Particular Subvencionado
86,88.4,67.4,Municipal - Corporacion
190,79.5,59.5,Municipal - DAEM
905,24.2,11.8,Particular Subvencionado
652,65.6,46.3,Particular Subvencionado
172,54.7,36.6,Municipal - Corporacion
104,88.5,75,Municipal - DAEM
5,80,60,Municipal - DAEM
7,100,100,Municipal - DAEM
290,76.6,60.7,Particular Subvencionado
433,78.3,58,Municipal - DAEM
5,100,100,Municipal - DAEM
340,62.6,32.4,Particular Subvencionado
634,73.8,46.8,Particular Subvencionado
716,55.9,33.8,Particular Subvencionado
584,71.2,42.3,Particular Subvencionado
44,97.7,90.9,Municipal - DAEM
8,75,62.5,Municipal - DAEM
225,58.2,36.4,Particular Subvencionado
328,61.3,31.7,Particular Subvencionado
182,70.3,42.9,Particular Subvencionado
827,81.1,54.2,Particular Subvencionado
358,62,31,Particular Subvencionado
253,75.9,55.3,Particular Subvencionado
13,92.3,76.9,Municipal - DAEM
2,100,0,Municipal - DAEM
81,84,50.6,Municipal - Corporacion
83,51.8,22.9,Particular Subvencionado
615,84.4,58.9,Particular Subvencionado
4,75,50,Municipal - DAEM
462,87.9,66,Municipal - DAEM
14,85.7,64.3,Municipal - DAEM
80,81.3,60,Particular Subvencionado
284,45.8,27.5,Particular Subvencionado
12,83.3,58.3,Municipal - DAEM
282,88.7,46.8,Particular Subvencionado
127,57.5,42.5,Particular Subvencionado
238,85.3,60.1,Particular Subvencionado
172,77.3,54.7,Particular Subvencionado
216,89.8,51.4,Particular Subvencionado
371,86.8,61.7,Particular Subvencionado
440,75.2,49.8,Particular Subvencionado
52,92.3,57.7,Particular Subvencionado
260,49.6,29.2,Particular Subvencionado
208,81.7,56.3,Municipal - Corporacion
447,43.4,22.6,Particular Subvencionado
8,75,62.5,Municipal - DAEM
272,79,63.6,Municipal - DAEM
860,70.7,47.4,Particular Subvencionado
451,78.9,58.3,Municipal - DAEM
7,100,85.7,Municipal - DAEM
39,71.8,41,Municipal - DAEM
523,84.1,53.5,Municipal - DAEM
44,93.2,79.5,Municipal - DAEM
3,100,100,Municipal - DAEM
330,84.8,57,Particular Subvencionado
612,75.2,46.2,Particular Subvencionado
339,92.9,71.7,Municipal - DAEM
287,70,43.9,Particular Subvencionado
401,60.1,34.9,Particular Subvencionado
19,78.9,42.1,Municipal - DAEM
109,56,24.8,Particular Subvencionado
751,83.2,60.7,Municipal - DAEM
5,80,40,Municipal - DAEM
344,72.1,53.5,Particular Subvencionado
231,75.3,53.2,Municipal - DAEM
11,100,72.7,Municipal - DAEM
3,100,100,Municipal - DAEM
646,87.9,69.5,Municipal - DAEM
33,78.8,63.6,Municipal - DAEM
104,93.3,80.8,Particular Subvencionado
